"termid","lab_year","n_record","n_patient","distancetoroot","label"
"HP:0002912",2013,228,130,5,"Methylmalonic acidemia"
"HP:0008207",2013,1318,639,5,"Primary adrenal insufficiency"
"HP:0002150",2013,86,52,5,"Hypercalciuria"
"HP:0040216",2013,10,5,5,"Hypoinsulinemia"
"HP:0001992",2013,9,6,5,"Organic aciduria"
"HP:0000859",2013,2,1,5,"Hyperaldosteronism"
"HP:0011991",2013,499761,49210,5,"Abnormal neutrophil count"
"HP:0001888",2013,526540,44099,5,"Lymphopenia"
"HP:0002907",2013,16710,12186,5,"Microscopic hematuria"
"HP:0011227",2013,19671,7166,5,"Elevated C-reactive protein level"
"HP:0010979",2013,15887,8107,5,"Abnormality of lipoprotein cholesterol concentration"
"HP:0002148",2013,28210,5327,5,"Hypophosphatemia"
"HP:0032066",2013,36901,3550,5,"Decreased serum bicarbonate concentration"
"HP:0003146",2013,5,5,5,"Hypocholesterolemia"
"HP:0003124",2013,2219,1860,5,"Hypercholesterolemia"
"HP:0031969",2013,116239,22585,5,"Reduced blood urea nitrogen"
"HP:0010679",2013,143,79,5,"Elevated tissue non-specific alkaline phosphatase"
"HP:0031904",2013,347,180,5,"Abnormal total hemolytic complement activity"
"HP:0100827",2013,35821,9387,5,"Lymphocytosis"
"HP:0030341",2013,77,48,5,"Decreased circulating follicle stimulating hormone level"
"HP:0410244",2013,27,10,5,"Abnormal circulating IgD level"
"HP:0012153",2013,746,679,5,"Hypotriglyceridemia"
"HP:0025484",2013,3,2,5,"Increased circulating thyroglobulin level"
"HP:0010930",2013,306666,42566,5,"Abnormal blood monovalent inorganic cation concentration"
"HP:0031899",2013,36,15,5,"Abnormal coagulation factor V activity"
"HP:0003074",2013,738098,41975,5,"Hyperglycemia"
"HP:0001943",2013,49597,12337,5,"Hypoglycemia"
"HP:0001880",2013,86262,18434,5,"Eosinophilia"
"HP:0001874",2013,499761,49210,5,"Abnormality of neutrophils"
"HP:0003259",2013,225716,21324,5,"Elevated serum creatinine"
"HP:0012312",2013,62183,9031,5,"Monocytopenia"
"HP:0025465",2013,3759,1083,5,"Abnormal circulating beta globulin level"
"HP:0011839",2013,27082,3820,5,"Abnormal T cell count"
"HP:0012417",2013,258920,29533,5,"Hypocapnia"
"HP:0031507",2013,3168,1570,5,"Decreased circulating thyroxine level"
"HP:0001987",2013,2594,410,5,"Hyperammonemia"
"HP:0031185",2013,7949,4117,5,"Increased NT-proBNP level"
"HP:0030796",2013,172,88,5,"Increased C-peptide level"
"HP:0003118",2013,454,217,5,"Increased circulating cortisol level"
"HP:0012053",2013,70895,32290,5,"Low serum calcifediol"
"HP:0031415",2013,57,29,5,"High serum calcitriol"
"HP:0410288",2013,4629,1023,5,"Hyperamylasemia"
"HP:0030976",2013,1505,724,5,"Abnormal factor VIII activity"
"HP:0031798",2013,105,55,5,"Elevated apolipoprotein B level"
"HP:0031907",2013,100,51,5,"Anti-mitochondrial M2 antibody positivity"
"HP:0001913",2013,3199,2813,5,"Granulocytopenia"
"HP:0025380",2013,43,25,5,"Increased serum androstenedione"
"HP:0012364",2013,19,12,5,"Decreased urinary potassium"
"HP:0002149",2013,5558,1602,5,"Hyperuricemia"
"HP:0012418",2013,82170,9188,5,"Hypoxemia"
"HP:0032310",2013,944,718,5,"Granulocytosis"
"HP:0410240",2013,11698,2212,5,"Abnormal circulating IgA level"
"HP:0030344",2013,2,2,5,"Decreased circulating luteinizing hormone level"
"HP:0008163",2013,1316,637,5,"Decreased circulating cortisol level"
"HP:0040081",2013,20294,5237,5,"Abnormal circulating creatine kinase concentration"
"HP:0003081",2013,13,7,5,"Increased urinary potassium"
"HP:0410289",2013,271,171,5,"Hypoamylasemia"
"HP:0012101",2013,92118,12018,5,"Decreased serum creatinine"
"HP:0010514",2013,161,76,5,"Hyperpituitarism"
"HP:0003073",2013,331843,21738,5,"Hypoalbuminemia"
"HP:0003234",2013,202,55,5,"Decreased plasma carnitine"
"HP:0010927",2013,332920,29880,5,"Abnormal blood inorganic cation concentration"
"HP:0030984",2013,166,72,5,"Abnormal serum bile acid concentration"
"HP:0002910",2013,194215,21398,5,"Elevated hepatic transaminase"
"HP:0010966",2013,202,55,5,"Abnormal circulating fatty-acid anion concentration"
"HP:0031098",2013,5296,3721,5,"Decreased thyroid-stimulating hormone level"
"HP:0010839",2013,1,1,5,"Increased urinary copper concentration"
"HP:0001912",2013,51319,13628,5,"Abnormal basophil morphology"
"HP:0032067",2013,92418,15644,5,"Elevated serum bicarbonate concentration"
"HP:0032336",2013,26154,3612,5,"Increased circulating specific IgE antibody"
"HP:0032199",2013,239517,21127,5,"Abnormal prothrombin time"
"HP:0011898",2013,20170,3341,5,"Abnormality of circulating fibrinogen"
"HP:0001879",2013,101085,25474,5,"Abnormal eosinophil morphology"
"HP:0002923",2013,1299,676,5,"Rheumatoid factor positive"
"HP:0002155",2013,1781,1346,5,"Hypertriglyceridemia"
"HP:0012604",2013,21,16,5,"Hyponatriuria"
"HP:0032069",2013,1655,1417,5,"Anti-thyroglobulin antibody positivity"
"HP:0011979",2013,1,1,5,"Elevated urinary dopamine"
"HP:0008232",2013,161,76,5,"Elevated circulating follicle stimulating hormone level"
"HP:0002151",2013,76111,8608,5,"Increased serum lactate"
"HP:0003127",2013,128,75,5,"Hypocalciuria"
"HP:0002925",2013,5279,3601,5,"Increased thyroid-stimulating hormone level"
"HP:0025134",2013,80,44,5,"Increased serum estradiol"
"HP:0004313",2013,27367,2571,5,"Decreased circulating antibody level"
"HP:0001976",2013,68,60,5,"Reduced antithrombin III activity"
"HP:0410243",2013,12988,2247,5,"Abnormal circulating IgM level"
"HP:0100510",2013,2,2,5,"Low levels of vitamin C"
"HP:0410242",2013,12760,2582,5,"Abnormal circulating IgG level"
"HP:0012117",2013,11720,4212,5,"Hyperalbuminemia"
"HP:0031506",2013,10719,4414,5,"Increased circulating thyroxine level"
"HP:0011030",2013,55445,13001,5,"Abnormal blood transition element cation concentration"
"HP:0002905",2013,41667,6004,5,"Hyperphosphatemia"
"HP:0012311",2013,203867,31098,5,"Monocytosis"
"HP:0004341",2013,2105,1097,5,"Abnormality of vitamin B12 metabolism"
"HP:0003113",2013,65439,10070,5,"Hypochloremia"
"HP:0045057",2013,821,329,5,"Decreased levels of alpha-fetoprotein"
"HP:0006254",2013,7195,1675,5,"Elevated alpha-fetoprotein"
"HP:0025454",2013,508,203,5,"Abnormal CSF metabolite level"
"HP:0012335",2013,207,186,5,"Abnormality of folate metabolism"
"HP:0030795",2013,377,207,5,"Reduced C-peptide level"
"HP:0030208",2013,24,11,5,"Acetylcholine receptor antibody positivity"
"HP:0030977",2013,1029,510,6,"Increased factor VIII activity"
"HP:0010931",2013,120887,22242,6,"Abnormal blood sodium concentration"
"HP:0410235",2013,413,402,6,"Increased anti-insect IgE antibody level"
"HP:0410238",2013,3683,1725,6,"Increased anti-plant product IgE antibody level"
"HP:0002922",2013,1142,474,6,"Increased CSF protein"
"HP:0032232",2013,7989,1386,6,"Increased circulating creatine kinase MB isoform"
"HP:0011996",2013,4,2,6,"Elevated coagulation factor V activity"
"HP:0010919",2013,1146,625,6,"Abnormal circulating homocysteine concentration"
"HP:0011031",2013,55240,12973,6,"Abnormality of iron homeostasis"
"HP:0001875",2013,97764,13362,6,"Neutropenia"
"HP:0011042",2013,185779,32439,6,"Abnormal blood potassium concentration"
"HP:0410232",2013,604,315,6,"Increased anti-fungi IgE antibody level"
"HP:0011897",2013,370870,38805,6,"Neutrophilia"
"HP:0003261",2013,3110,1025,6,"Increased circulating IgA level"
"HP:0004363",2013,315998,29036,6,"Abnormal circulating calcium concentration"
"HP:0003496",2013,1974,631,6,"Increased circulating IgM level"
"HP:0031889",2013,1600,1191,6,"Abnormal VLDL cholesterol concentration"
"HP:0003237",2013,4996,1179,6,"Increased circulating IgG level"
"HP:0008151",2013,232767,18734,6,"Prolonged prothrombin time"
"HP:0031888",2013,11751,5827,6,"Abnormal HDL cholesterol concentration"
"HP:0004315",2013,7764,1443,6,"Decreased circulating IgG level"
"HP:0004319",2013,2,2,6,"Decreased circulating aldosterone level"
"HP:0031886",2013,2536,1934,6,"Abnormal LDL cholesterol concentration"
"HP:0002720",2013,8588,1199,6,"Decreased circulating IgA level"
"HP:0005421",2013,855,326,6,"Decreased serum complement C3"
"HP:0012213",2013,1633,382,6,"Decreased glomerular filtration rate"
"HP:0410223",2013,639,620,6,"Increased anti-dust mite IgE antibody level"
"HP:0010967",2013,202,55,6,"Abnormal circulating carnitine concentration"
"HP:0003225",2013,32,13,6,"Reduced coagulation factor V activity"
"HP:0003159",2013,9,6,6,"Hyperoxaluria"
"HP:0500238",2013,7,3,6,"Abnormal CSF albumin concentration"
"HP:0032236",2013,31127,4676,6,"Increased circulating immature neutrophil count"
"HP:0003125",2013,476,220,6,"Reduced factor VIII activity"
"HP:0005403",2013,27082,3820,6,"Decrease in T cell count"
"HP:0011900",2013,4714,717,6,"Hypofibrinogenemia"
"HP:0003236",2013,12305,4432,6,"Elevated serum creatine kinase"
"HP:0025457",2013,131,48,6,"Decreased CSF protein"
"HP:0012202",2013,166,72,6,"Increased serum bile acid concentration"
"HP:0031906",2013,90,46,6,"Decreased total hemolytic complement activity"
"HP:0002850",2013,11014,1624,6,"Decreased circulating total IgM"
"HP:0031956",2013,103248,16430,6,"Elevated serum aspartate aminotransferase"
"HP:0032385",2013,942,411,6,"Abnormal circulating transferrin level"
"HP:0410221",2013,1498,924,6,"Increased anti-animal protein IgE antibody level"
"HP:0011936",2013,202,55,6,"Decreased plasma total carnitine"
"HP:0040087",2013,207,186,6,"Abnormal blood folate concentration"
"HP:0031807",2013,51319,13628,6,"Increased basophil count"
"HP:0010980",2013,5289,3350,6,"Hyperlipoproteinemia"
"HP:0410246",2013,27,10,6,"Increased circulating IgD level"
"HP:0025540",2013,27082,3820,6,"Abnormal T cell subset distribution"
"HP:0010639",2013,143,79,6,"Elevated alkaline phosphatase of bone origin"
"HP:0031891",2013,14823,7586,6,"Decreased eosinophil count"
"HP:0040126",2013,1877,999,6,"Abnormal vitamin B12 level"
"HP:0010981",2013,10598,5050,6,"Hypolipoproteinemia"
"HP:0025345",2013,2817,680,6,"Abnormality of circulating beta-2-microglobulin level"
"HP:0032198",2013,6750,2749,6,"Decreased prothrombin time"
"HP:0008277",2013,200,98,6,"Abnormal blood zinc concentration"
"HP:0031884",2013,506,203,6,"Abnormal CSF glucose level"
"HP:0031905",2013,257,134,6,"Increased total hemolytic complement activity"
"HP:0045042",2013,258,94,6,"Decreased serum complement C4"
"HP:0031964",2013,90967,15799,6,"Elevated serum alanine aminotransferase"
"HP:0030085",2013,2,1,6,"Abnormal CSF lactate level"
"HP:0004921",2013,16922,5388,6,"Abnormal magnesium concentration"
"HP:0410227",2013,19316,2888,6,"Increased anti-food allergen IgE antibody level"
"HP:0011899",2013,15456,2767,6,"Hyperfibrinogenemia"
"HP:0010836",2013,5,4,6,"Abnormal circulating copper concentration"
"HP:0410225",2013,1,1,6,"Increased anti-drug IgE antibody level"
"HP:0040130",2013,34753,9883,7,"Abnormal serum iron concentration"
"HP:0032135",2013,207,80,7,"Decreased circulating IgG subclass level"
"HP:0100507",2013,129,111,7,"Reduced blood folate concentration"
"HP:0011972",2013,146,59,7,"Hypoglycorrhachia"
"HP:0003228",2013,23102,4893,7,"Hypernatremia"
"HP:0032164",2013,78,75,7,"Increased blood folate concentration"
"HP:0410247",2013,1466,899,7,"Increased anti-animal dander IgE antibody level"
"HP:0032387",2013,882,378,7,"Reduced transferrin level"
"HP:0002160",2013,1146,625,7,"Hyperhomocystinemia"
"HP:0011967",2013,1,1,7,"Decreased circulating copper concentration"
"HP:0002900",2013,107297,18429,7,"Hypokalemia"
"HP:0011424",2013,27,14,7,"Increased serum zinc"
"HP:0410248",2013,639,620,7,"Increased anti-house dust mite IgE antibody level"
"HP:0410228",2013,3160,1355,7,"Increased anti-plant based food allergen IgE antibody level"
"HP:0032386",2013,60,34,7,"Elevated transferrin level"
"HP:0003072",2013,18419,4204,7,"Hypercalcemia"
"HP:0032296",2013,218,97,7,"Increased circulating IgG subclass"
"HP:0032238",2013,17081,4126,7,"Increased circulating metamyelocyte count"
"HP:0410233",2013,164,101,7,"Increased anti-meat allergen IgE antibody level"
"HP:0410229",2013,22,22,7,"Increased anti-gluten IgE antibody level"
"HP:0410222",2013,1572,682,7,"Increased anti-seafood IgE antibody level"
"HP:0002490",2013,2,1,7,"Increased CSF lactate"
"HP:0002153",2013,78482,18061,7,"Hyperkalemia"
"HP:0002917",2013,9965,2954,7,"Hypomagnesemia"
"HP:0003563",2013,472,347,7,"Decreased LDL cholesterol concentration"
"HP:0410231",2013,1016,960,7,"Increased anti-egg IgE antibody level"
"HP:0025346",2013,2817,680,7,"Increased circulating beta-2-microglobulin level"
"HP:0025196",2013,2050,1083,7,"Increased total iron binding capacity"
"HP:0500267",2013,26670,3752,7,"Abnormal proportion of CD4-positive helper T cells"
"HP:0025458",2013,7,3,7,"Decreased CSF albumin concentration"
"HP:0031831",2013,173,86,7,"Decreased serum zinc"
"HP:0100502",2013,1877,999,7,"Vitamin B12 deficiency"
"HP:0002902",2013,97785,18975,7,"Hyponatremia"
"HP:0003362",2013,1600,1191,7,"Increased VLDL cholesterol concentration"
"HP:0005407",2013,26670,3752,7,"Decreased proportion of CD4-positive helper T cells"
"HP:0003233",2013,10126,4800,7,"Decreased HDL cholesterol concentration"
"HP:0002918",2013,6957,2786,7,"Hypermagnesemia"
"HP:0410220",2013,871,718,7,"Increased anti-dairy protein IgE antibody level"
"HP:0002901",2013,297579,26376,7,"Hypocalcemia"
"HP:0031393",2013,412,173,7,"Abnormal proportion of CD8-positive T cells"
"HP:0032237",2013,14046,3417,7,"Increased circulating myelocyte count"
"HP:0012184",2013,1625,1028,7,"Increased HDL cholesterol concentration"
"HP:0003141",2013,2064,1588,7,"Increased LDL cholesterol concentration"
"HP:0032254",2013,4,3,7,"Increased circulating copper concentration"
"HP:0410230",2013,12511,2505,7,"Increased anti-nut food product IgE antibody level"
"HP:0031885",2013,360,146,7,"Hyperglycorrhachia"
"HP:0005415",2013,412,173,7,"Decreased proportion of CD8-positive T cells"
"HP:0008348",2013,32,17,8,"Decreased circulating IgG2 level"
"HP:0032136",2013,25,11,8,"Decreased circulating IgG1 level"
"HP:0032138",2013,99,53,8,"Decreased circulating IgG4 level"
"HP:0003452",2013,5851,2071,8,"Increased serum iron"
"HP:0032299",2013,142,71,8,"Increased circulating IgG2 level"
"HP:0040303",2013,28902,8130,8,"Decreased serum iron"
"HP:0032298",2013,76,39,8,"Increased circulating IgG1 level"
"HP:0032137",2013,51,26,8,"Decreased circulating IgG3 level"
"HP:0000118",2014,13300670,263878,0,"Phenotypic abnormality"
"HP:0001626",2014,17459,2475,1,"Abnormality of the cardiovascular system"
"HP:0002086",2014,798131,67142,1,"Abnormality of the respiratory system"
"HP:0002715",2014,2292309,136164,1,"Abnormality of the immune system"
"HP:0000818",2014,48495,18863,1,"Abnormality of the endocrine system"
"HP:0025354",2014,64513,6826,1,"Abnormal cellular phenotype"
"HP:0025031",2014,227594,28296,1,"Abnormality of the digestive system"
"HP:0001871",2014,7461758,207301,1,"Abnormality of blood and blood-forming tissues"
"HP:0001939",2014,4737645,201481,1,"Abnormality of metabolism/homeostasis"
"HP:0000119",2014,102625,46454,1,"Abnormality of the genitourinary system"
"HP:0000707",2014,18085,11444,1,"Abnormality of the nervous system"
"HP:0001928",2014,499779,33470,2,"Abnormality of coagulation"
"HP:0001877",2014,4269361,162717,2,"Abnormal erythrocyte morphology"
"HP:0025033",2014,15,7,2,"Abnormality of digestive system morphology"
"HP:0000864",2014,15966,10888,2,"Abnormality of the hypothalamus-pituitary axis"
"HP:0002012",2014,227579,28294,2,"Abnormality of the abdominal organs"
"HP:0032251",2014,2222025,131950,2,"Abnormal immune system morphology"
"HP:0500015",2014,17459,2475,2,"Abnormal cardiac test"
"HP:0000828",2014,13938,3517,2,"Abnormality of the parathyroid gland"
"HP:0000820",2014,16312,6852,2,"Abnormality of the thyroid gland"
"HP:0012379",2014,352042,37052,2,"Abnormal enzyme/coenzyme activity"
"HP:0000079",2014,102625,46454,2,"Abnormality of the urinary system"
"HP:0010932",2014,23374,3495,2,"Abnormal circulating nucleobase concentration"
"HP:0002795",2014,798131,67142,2,"Functional respiratory abnormality"
"HP:0003110",2014,101003,46129,2,"Abnormality of urine homeostasis"
"HP:0032245",2014,83980,39485,2,"Abnormal metabolism"
"HP:0001881",2014,2222025,131950,2,"Abnormal leukocyte morphology"
"HP:0003117",2014,18648,7754,2,"Abnormal circulating hormone level"
"HP:0031838",2014,67,24,2,"Presence of xenobiotic"
"HP:0008373",2014,85,58,2,"Puberty and gonadal disorders"
"HP:0012639",2014,18085,11444,2,"Abnormal nervous system morphology"
"HP:0032180",2014,2678092,138354,2,"Abnormal circulating metabolite concentration"
"HP:0011017",2014,64513,6826,2,"Abnormal cellular physiology"
"HP:0000834",2014,477,283,2,"Abnormality of the adrenal glands"
"HP:0010978",2014,70284,9536,2,"Abnormality of immune system physiology"
"HP:0000847",2014,71,53,2,"Abnormality of renin-angiotensin system"
"HP:0012337",2014,1431952,92901,2,"Abnormal homeostasis"
"HP:0025021",2014,26868,10739,2,"Abnormal erythrocyte sedimentation rate"
"HP:0001872",2014,470593,50298,2,"Abnormal thrombocyte morphology"
"HP:0012503",2014,15966,10888,3,"Abnormality of the pituitary gland"
"HP:0010974",2014,1135213,108316,3,"Abnormal myeloid leukocyte morphology"
"HP:0004379",2014,185916,28075,3,"Abnormality of alkaline phosphatase level"
"HP:0004312",2014,13882,2953,3,"Abnormal reticulocyte morphology"
"HP:0012610",2014,17,14,3,"Abnormality of urinary uric acid concentration"
"HP:0031214",2014,130,54,3,"Decreased circulating dehydroepiandrosterone level"
"HP:0004332",2014,625258,72448,3,"Abnormal lymphocyte morphology"
"HP:0010987",2014,2222025,131950,3,"Abnormal cellular immune system morphology"
"HP:0001392",2014,227579,28294,3,"Abnormality of the liver"
"HP:0003158",2014,16846,11358,3,"Hyposthenuria"
"HP:0030352",2014,260,114,3,"Abnormal serum insulin-like growth factor 1 level"
"HP:0030948",2014,70093,10155,3,"Elevated gamma-glutamyltransferase level"
"HP:0003111",2014,1033436,84747,3,"Abnormal blood ion concentration"
"HP:0011277",2014,102625,46454,3,"Abnormality of the urinary system physiology"
"HP:0030087",2014,11,10,3,"Abnormal serum testosterone level"
"HP:0003565",2014,26868,10739,3,"Elevated erythrocyte sedimentation rate"
"HP:0011014",2014,940114,76030,3,"Abnormal glucose homeostasis"
"HP:0011733",2014,477,283,3,"Abnormality of adrenal physiology"
"HP:0040084",2014,71,53,3,"Abnormal circulating renin"
"HP:0031508",2014,16312,6852,3,"Abnormal thyroid hormone level"
"HP:0031212",2014,74,48,3,"Abnormal circulating progesterone level"
"HP:0031215",2014,356,184,3,"Decreased circulating dehydroepiandrosterone-sulfate level"
"HP:0012400",2014,377,159,3,"Abnormal aldolase level"
"HP:0020058",2014,755334,81527,3,"Abnormal red blood cell count"
"HP:0003645",2014,197477,19399,3,"Prolonged partial thromboplastin time"
"HP:0031685",2014,15,7,3,"Abnormal stool composition"
"HP:0002904",2014,168395,21443,3,"Hyperbilirubinemia"
"HP:0012415",2014,798131,67142,3,"Abnormal blood gas level"
"HP:0025640",2014,2,2,3,"Abnormal urinary mineral level"
"HP:0003119",2014,22414,11358,3,"Abnormal circulating lipid concentration"
"HP:0020129",2014,22142,7738,3,"Abnormal urine protein level"
"HP:0001901",2014,1788,494,3,"Polycythemia"
"HP:0002011",2014,18085,11444,3,"Morphological central nervous system abnormality"
"HP:0030272",2014,25,17,3,"Abnormal erythrocyte enzyme level"
"HP:0011767",2014,13938,3517,3,"Abnormality of the parathyroid physiology"
"HP:0011873",2014,340897,37374,3,"Abnormal platelet count"
"HP:0011043",2014,614,221,3,"Abnormality of circulating adrenocorticotropin level"
"HP:0025065",2014,234114,36740,3,"Abnormal mean corpuscular volume"
"HP:0031101",2014,24,16,3,"Abnormal antimullerian hormone level"
"HP:0020061",2014,875676,96659,3,"Abnormal hemoglobin concentration"
"HP:0004360",2014,491835,40494,3,"Abnormality of acid-base homeostasis"
"HP:0010876",2014,694666,59215,3,"Abnormal circulating protein level"
"HP:0025546",2014,515904,68431,3,"Abnormal mean corpuscular hemoglobin concentration"
"HP:0010935",2014,24272,17366,3,"Abnormality of the upper urinary tract"
"HP:0100508",2014,83980,39485,3,"Abnormality of vitamin metabolism"
"HP:0031900",2014,72,42,3,"Abnormal serum mast cell beta-tryptase concentration"
"HP:0012614",2014,54950,31186,3,"Abnormal urine cytology"
"HP:0031427",2014,26,24,3,"Abnormal circulating osteocalcin level"
"HP:0003256",2014,302302,27945,3,"Abnormality of the coagulation cascade"
"HP:0032943",2014,9,9,3,"Abnormal urine pH"
"HP:0410172",2014,67,24,3,"Blood xenobiotic"
"HP:0031965",2014,604054,54040,3,"Increased RBC distribution width"
"HP:0500020",2014,17459,2475,3,"Abnormal cardiac biomarker test"
"HP:0045040",2014,90547,9385,3,"Abnormal lactate dehydrogenase level"
"HP:0030338",2014,240,130,3,"Abnormal circulating gonadotropin level"
"HP:0011876",2014,129696,22113,3,"Abnormal platelet volume"
"HP:0040214",2014,78,39,3,"Abnormal insulin level"
"HP:0002960",2014,3840,2532,3,"Autoimmunity"
"HP:0031409",2014,64347,6798,3,"Abnormal lymphocyte physiology"
"HP:0005368",2014,66444,7297,3,"Abnormality of humoral immunity"
"HP:0031850",2014,1166824,91324,3,"Abnormal hematocrit"
"HP:0012591",2014,572,446,3,"Abnormal urinary electrolyte concentration"
"HP:0002926",2014,16312,6852,3,"Abnormality of thyroid physiology"
"HP:0011893",2014,2222025,131950,3,"Abnormal leukocyte count"
"HP:0011902",2014,101760,37456,3,"Abnormal hemoglobin"
"HP:0004364",2014,756216,69744,3,"Abnormal circulating nitrogen compound concentration"
"HP:0031209",2014,5012,1243,3,"Decreased lipoprotein lipase level"
"HP:0004352",2014,23374,3495,3,"Abnormal circulating purine concentration"
"HP:0032472",2014,6455,3952,3,"Abnormal urine urobilinogen level"
"HP:0004354",2014,739,458,3,"Abnormal circulating carboxylic acid concentration"
"HP:0011013",2014,2226,735,3,"Abnormal circulating carbohydrate concentration"
"HP:0012111",2014,473,280,3,"Abnormality of circulating glucocorticoid level"
"HP:0011281",2014,10,10,3,"Abnormality of urine catecholamine concentration"
"HP:0030347",2014,61,35,3,"Abnormal circulating androgen level"
"HP:0012103",2014,166,52,3,"Abnormality of the mitochondrion"
"HP:0004370",2014,3,3,3,"Abnormality of temperature regulation"
"HP:0012310",2014,315782,52711,4,"Abnormal monocyte count"
"HP:0032436",2014,23936,9438,4,"Abnormal C-reactive protein level"
"HP:0025547",2014,253202,35252,4,"Decreased mean corpuscular hemoglobin concentration"
"HP:0011015",2014,940049,76007,4,"Abnormal blood glucose concentration"
"HP:0020059",2014,15222,6384,4,"Increased red blood cell count"
"HP:0410173",2014,17459,2475,4,"Increased troponin I level in blood"
"HP:0003155",2014,180365,26216,4,"Elevated alkaline phosphatase"
"HP:0011905",2014,2726,786,4,"Reduced hemoglobin A"
"HP:0003573",2014,113306,19451,4,"Increased total bilirubin"
"HP:0045014",2014,604,562,4,"Hypolipidemia"
"HP:0100529",2014,80522,12246,4,"Abnormal blood phosphate concentration"
"HP:0030349",2014,11,10,4,"Decreased circulating androgen level"
"HP:0031961",2014,17461,9637,4,"Abnormal serum anion gap"
"HP:0031686",2014,15,7,4,"Increased stool alpha1-antitrypsin concentration"
"HP:0025435",2014,90547,9385,4,"Increased lactate dehydrogenase level"
"HP:0002045",2014,2,2,4,"Hypothermia"
"HP:0002152",2014,30877,10310,4,"Hyperproteinemia"
"HP:0040217",2014,97352,36656,4,"Elevated hemoglobin A1c"
"HP:0500165",2014,298503,23446,4,"Abnormal blood oxygen level"
"HP:0011422",2014,172110,30874,4,"Abnormal blood chloride concentration"
"HP:0000846",2014,301,188,4,"Adrenal insufficiency"
"HP:0032309",2014,819431,93307,4,"Abnormal granulocyte count"
"HP:0003075",2014,174565,19465,4,"Hypoproteinemia"
"HP:0020062",2014,852321,87827,4,"Decreased hemoglobin concentration"
"HP:0000829",2014,2171,641,4,"Hypoparathyroidism"
"HP:0001894",2014,47404,7292,4,"Thrombocytosis"
"HP:0001923",2014,12044,2563,4,"Reticulocytosis"
"HP:0002843",2014,27209,6118,4,"Abnormal T cell morphology"
"HP:0031428",2014,12,10,4,"Increased circulating osteocalcin level"
"HP:0001941",2014,94979,11008,4,"Acidosis"
"HP:0032345",2014,2176,706,4,"Elevated cancer Ag 19-9 level"
"HP:0031029",2014,5272,1264,4,"Elevated carcinoembryonic antigen level"
"HP:0000842",2014,65,35,4,"Hyperinsulinemia"
"HP:0030057",2014,3840,2532,4,"Autoimmune antibody positivity"
"HP:0030794",2014,1100,685,4,"Abnormal C-peptide level"
"HP:0011904",2014,1522,349,4,"Persistence of hemoglobin F"
"HP:0020060",2014,740112,75508,4,"Decreased red blood cell count"
"HP:0045056",2014,8122,2203,4,"Abnormal levels of alpha-fetoprotein"
"HP:0005537",2014,102820,14912,4,"Decreased mean platelet volume"
"HP:0410050",2014,50,29,4,"Decreased level of 1,5 anhydroglucitol in serum"
"HP:0040088",2014,625258,72448,4,"Abnormal lymphocyte count"
"HP:0012544",2014,370,155,4,"Elevated aldolase level"
"HP:0031505",2014,16312,6852,4,"Abnormal circulating thyroxine level"
"HP:0031085",2014,5091,2018,4,"Decreased prealbumin level"
"HP:0010988",2014,80,73,4,"Abnormality of the extrinsic pathway"
"HP:0100493",2014,682,235,4,"Hypoammonemia"
"HP:0010995",2014,353,210,4,"Abnormal circulating dicarboxylic acid concentration"
"HP:0025201",2014,99,52,4,"Abnormal apolipoprotein level"
"HP:0011731",2014,473,280,4,"Abnormality of circulating cortisol level"
"HP:0040171",2014,11,10,4,"Decreased serum testosterone level"
"HP:0012100",2014,370928,44247,4,"Abnormal circulating creatinine level"
"HP:0031851",2014,1147534,85180,4,"Reduced hematocrit"
"HP:0045036",2014,2,2,4,"Abnormal urinary copper concentration"
"HP:0500164",2014,499628,63948,4,"Abnormal blood carbon dioxide level"
"HP:0040133",2014,23256,10503,4,"Abnormal serum ferritin"
"HP:0012545",2014,7,4,4,"Reduced aldolase level"
"HP:0001873",2014,293493,31015,4,"Thrombocytopenia"
"HP:0002157",2014,526785,41145,4,"Azotemia"
"HP:0001882",2014,754676,76252,4,"Leukopenia"
"HP:0005518",2014,131438,18716,4,"Increased mean corpuscular volume"
"HP:0011021",2014,26474,7833,4,"Abnormality of circulating enzyme level"
"HP:0003107",2014,20244,10927,4,"Abnormal circulating cholesterol concentration"
"HP:0005339",2014,2097,676,4,"Abnormality of complement system"
"HP:0031890",2014,6455,3952,4,"Increased urine urobilinogen"
"HP:0005372",2014,64347,6798,4,"Abnormality of B cell physiology"
"HP:0032179",2014,3988,1288,4,"Abnormal circulating globulin level"
"HP:0002921",2014,2119,610,4,"Abnormality of the cerebrospinal fluid"
"HP:0000843",2014,11767,3022,4,"Hyperparathyroidism"
"HP:0032146",2014,160,101,4,"HbC hemoglobin"
"HP:0004369",2014,16915,1522,4,"Decreased purine level"
"HP:0004368",2014,6459,2085,4,"Increased purine level"
"HP:0030346",2014,240,130,4,"Abnormal circulating follicle-stimulating hormone level"
"HP:0010990",2014,25911,4172,4,"Abnormality of the common coagulation pathway"
"HP:0003287",2014,166,52,4,"Abnormality of mitochondrial metabolism"
"HP:0003112",2014,220,197,4,"Abnormality of serum amino acid level"
"HP:0011976",2014,3,3,4,"Elevated urinary catecholamines"
"HP:0000837",2014,132,69,4,"Increased circulating gonadotropin level"
