"termid","lab_year","n_record","n_patient","label","distancetoroot"
"HP:0011423",2019,1848436,381808,"Hyperchloremia",5
"HP:0011423",2020,903899,186632,"Hyperchloremia",5
"HP:0011423",NA,14,14,"Hyperchloremia",5
"HP:0011424",2001,1,1,"Increased serum zinc",7
"HP:0011424",2002,2,2,"Increased serum zinc",7
"HP:0011424",2003,121,42,"Increased serum zinc",7
"HP:0011424",2004,83,35,"Increased serum zinc",7
"HP:0011424",2005,189,54,"Increased serum zinc",7
"HP:0011424",2006,278,70,"Increased serum zinc",7
"HP:0011424",2007,210,64,"Increased serum zinc",7
"HP:0011424",2008,103,82,"Increased serum zinc",7
"HP:0011424",2009,116,106,"Increased serum zinc",7
"HP:0011424",2010,228,204,"Increased serum zinc",7
"HP:0011424",2011,304,224,"Increased serum zinc",7
"HP:0011424",2012,344,263,"Increased serum zinc",7
"HP:0011424",2013,956,449,"Increased serum zinc",7
"HP:0011424",2014,1186,681,"Increased serum zinc",7
"HP:0011424",2015,1951,1291,"Increased serum zinc",7
"HP:0011424",2016,2290,1619,"Increased serum zinc",7
"HP:0011424",2017,1376,1022,"Increased serum zinc",7
"HP:0011424",2018,926,552,"Increased serum zinc",7
"HP:0011424",2019,1641,935,"Increased serum zinc",7
"HP:0011424",2020,708,432,"Increased serum zinc",7
"HP:0011731",2001,70,34,"Abnormality of circulating cortisol level",4
"HP:0011731",2002,213,123,"Abnormality of circulating cortisol level",4
"HP:0011731",2003,3845,1120,"Abnormality of circulating cortisol level",4
"HP:0011731",2004,5016,1380,"Abnormality of circulating cortisol level",4
"HP:0011731",2005,5448,1415,"Abnormality of circulating cortisol level",4
"HP:0011731",2006,5077,1492,"Abnormality of circulating cortisol level",4
"HP:0011731",2007,5507,1720,"Abnormality of circulating cortisol level",4
"HP:0011731",2008,4632,1821,"Abnormality of circulating cortisol level",4
"HP:0011731",2009,5312,2170,"Abnormality of circulating cortisol level",4
"HP:0011731",2010,6119,2338,"Abnormality of circulating cortisol level",4
"HP:0011731",2011,6753,2473,"Abnormality of circulating cortisol level",4
"HP:0011731",2012,7012,2736,"Abnormality of circulating cortisol level",4
"HP:0011731",2013,5471,2466,"Abnormality of circulating cortisol level",4
"HP:0011731",2014,3799,2539,"Abnormality of circulating cortisol level",4
"HP:0011731",2015,6338,4044,"Abnormality of circulating cortisol level",4
"HP:0011731",2016,10885,4799,"Abnormality of circulating cortisol level",4
"HP:0011731",2017,10716,4546,"Abnormality of circulating cortisol level",4
"HP:0011731",2018,11470,4783,"Abnormality of circulating cortisol level",4
"HP:0011731",2019,11265,4676,"Abnormality of circulating cortisol level",4
"HP:0011731",2020,5705,2407,"Abnormality of circulating cortisol level",4
"HP:0011733",2001,70,34,"Abnormality of adrenal physiology",3
"HP:0011733",2002,213,123,"Abnormality of adrenal physiology",3
"HP:0011733",2003,3906,1146,"Abnormality of adrenal physiology",3
"HP:0011733",2004,5080,1411,"Abnormality of adrenal physiology",3
"HP:0011733",2005,5632,1487,"Abnormality of adrenal physiology",3
"HP:0011733",2006,5294,1573,"Abnormality of adrenal physiology",3
"HP:0011733",2007,5708,1792,"Abnormality of adrenal physiology",3
"HP:0011733",2008,5137,1970,"Abnormality of adrenal physiology",3
"HP:0011733",2009,5821,2312,"Abnormality of adrenal physiology",3
"HP:0011733",2010,6728,2507,"Abnormality of adrenal physiology",3
"HP:0011733",2011,7294,2677,"Abnormality of adrenal physiology",3
"HP:0011733",2012,7879,3229,"Abnormality of adrenal physiology",3
"HP:0011733",2013,6438,2989,"Abnormality of adrenal physiology",3
"HP:0011733",2014,4576,2954,"Abnormality of adrenal physiology",3
"HP:0011733",2015,7047,4438,"Abnormality of adrenal physiology",3
"HP:0011733",2016,11618,5175,"Abnormality of adrenal physiology",3
"HP:0011733",2017,11715,5014,"Abnormality of adrenal physiology",3
"HP:0011733",2018,12838,5439,"Abnormality of adrenal physiology",3
"HP:0011733",2019,12971,5500,"Abnormality of adrenal physiology",3
"HP:0011733",2020,6369,2746,"Abnormality of adrenal physiology",3
"HP:0011747",2000,97,89,"Abnormality of the anterior pituitary",4
"HP:0011747",2001,807,670,"Abnormality of the anterior pituitary",4
"HP:0011747",2002,888,650,"Abnormality of the anterior pituitary",4
"HP:0011747",2003,2026,888,"Abnormality of the anterior pituitary",4
"HP:0011747",2004,2957,942,"Abnormality of the anterior pituitary",4
"HP:0011747",2005,2989,905,"Abnormality of the anterior pituitary",4
"HP:0011747",2006,3877,1008,"Abnormality of the anterior pituitary",4
"HP:0011747",2007,3928,1055,"Abnormality of the anterior pituitary",4
"HP:0011747",2008,5802,2723,"Abnormality of the anterior pituitary",4
"HP:0011747",2009,9530,3597,"Abnormality of the anterior pituitary",4
"HP:0011747",2010,10972,4225,"Abnormality of the anterior pituitary",4
"HP:0011747",2011,11971,4707,"Abnormality of the anterior pituitary",4
"HP:0011747",2012,12946,4959,"Abnormality of the anterior pituitary",4
"HP:0011747",2013,15800,5742,"Abnormality of the anterior pituitary",4
"HP:0011747",2014,17854,5916,"Abnormality of the anterior pituitary",4
"HP:0011747",2015,16243,6031,"Abnormality of the anterior pituitary",4
"HP:0011747",2016,16506,5999,"Abnormality of the anterior pituitary",4
"HP:0011747",2017,13375,6754,"Abnormality of the anterior pituitary",4
"HP:0011747",2018,14327,8336,"Abnormality of the anterior pituitary",4
"HP:0011747",2019,13989,8209,"Abnormality of the anterior pituitary",4
"HP:0011747",2020,7318,3632,"Abnormality of the anterior pituitary",4
"HP:0011767",2000,91,79,"Abnormality of the parathyroid physiology",3
"HP:0011767",2001,1878,1094,"Abnormality of the parathyroid physiology",3
"HP:0011767",2002,1904,1182,"Abnormality of the parathyroid physiology",3
"HP:0011767",2003,5787,1690,"Abnormality of the parathyroid physiology",3
"HP:0011767",2004,5141,1571,"Abnormality of the parathyroid physiology",3
"HP:0011767",2005,5137,1768,"Abnormality of the parathyroid physiology",3
"HP:0011767",2006,6440,2147,"Abnormality of the parathyroid physiology",3
"HP:0011767",2007,8711,2822,"Abnormality of the parathyroid physiology",3
"HP:0011767",2008,10410,3414,"Abnormality of the parathyroid physiology",3
"HP:0011767",2009,13331,4241,"Abnormality of the parathyroid physiology",3
"HP:0011767",2010,18889,4779,"Abnormality of the parathyroid physiology",3
"HP:0011767",2011,24582,5298,"Abnormality of the parathyroid physiology",3
"HP:0011767",2012,25536,5760,"Abnormality of the parathyroid physiology",3
"HP:0011767",2013,26668,6182,"Abnormality of the parathyroid physiology",3
"HP:0011767",2014,28896,7445,"Abnormality of the parathyroid physiology",3
"HP:0011767",2015,33746,9867,"Abnormality of the parathyroid physiology",3
"HP:0011767",2016,35709,10350,"Abnormality of the parathyroid physiology",3
"HP:0011767",2017,27621,9580,"Abnormality of the parathyroid physiology",3
"HP:0011767",2018,24727,9930,"Abnormality of the parathyroid physiology",3
"HP:0011767",2019,26750,10785,"Abnormality of the parathyroid physiology",3
"HP:0011767",2020,10543,5011,"Abnormality of the parathyroid physiology",3
"HP:0011839",1998,12,4,"Abnormal T cell count",5
"HP:0011839",1999,21,11,"Abnormal T cell count",5
"HP:0011839",2000,534,229,"Abnormal T cell count",5
"HP:0011839",2001,9717,1783,"Abnormal T cell count",5
"HP:0011839",2002,10145,1886,"Abnormal T cell count",5
"HP:0011839",2003,19936,2113,"Abnormal T cell count",5
"HP:0011839",2004,21168,2291,"Abnormal T cell count",5
"HP:0011839",2005,21454,2469,"Abnormal T cell count",5
"HP:0011839",2006,23562,2715,"Abnormal T cell count",5
"HP:0011839",2007,27668,3345,"Abnormal T cell count",5
"HP:0011839",2008,32045,3319,"Abnormal T cell count",5
"HP:0011839",2009,32079,3367,"Abnormal T cell count",5
"HP:0011839",2010,56335,5592,"Abnormal T cell count",5
"HP:0011839",2011,67248,5629,"Abnormal T cell count",5
"HP:0011839",2012,67246,5500,"Abnormal T cell count",5
"HP:0011839",2013,67935,5843,"Abnormal T cell count",5
"HP:0011839",2014,70284,9965,"Abnormal T cell count",5
"HP:0011839",2015,80939,13589,"Abnormal T cell count",5
"HP:0011839",2016,82166,13541,"Abnormal T cell count",5
"HP:0011839",2017,82131,13180,"Abnormal T cell count",5
"HP:0011839",2018,79264,13490,"Abnormal T cell count",5
"HP:0011839",2019,85520,13378,"Abnormal T cell count",5
"HP:0011839",2020,31154,7788,"Abnormal T cell count",5
"HP:0011839",NA,2,1,"Abnormal T cell count",5
"HP:0011873",1936,1,1,"Abnormal platelet count",3
"HP:0011873",2000,9934,5166,"Abnormal platelet count",3
"HP:0011873",2001,130573,41152,"Abnormal platelet count",3
"HP:0011873",2002,176025,52744,"Abnormal platelet count",3
"HP:0011873",2003,679674,70656,"Abnormal platelet count",3
"HP:0011873",2004,633986,65188,"Abnormal platelet count",3
"HP:0011873",2005,778331,73400,"Abnormal platelet count",3
"HP:0011873",2006,799954,81832,"Abnormal platelet count",3
"HP:0011873",2007,892190,92553,"Abnormal platelet count",3
"HP:0011873",2008,727178,98093,"Abnormal platelet count",3
"HP:0011873",2009,777560,110244,"Abnormal platelet count",3
"HP:0011873",2010,872633,128855,"Abnormal platelet count",3
"HP:0011873",2011,936265,142398,"Abnormal platelet count",3
"HP:0011873",2012,1013073,160962,"Abnormal platelet count",3
"HP:0011873",2013,1104651,183917,"Abnormal platelet count",3
"HP:0011873",2014,1372835,252278,"Abnormal platelet count",3
"HP:0011873",2015,1784729,336491,"Abnormal platelet count",3
"HP:0011873",2016,1923842,378031,"Abnormal platelet count",3
"HP:0011873",2017,1841531,374756,"Abnormal platelet count",3
"HP:0011873",2018,1790754,389183,"Abnormal platelet count",3
"HP:0011873",2019,1814742,390884,"Abnormal platelet count",3
"HP:0011873",2020,951018,187912,"Abnormal platelet count",3
"HP:0011873",NA,21,21,"Abnormal platelet count",3
"HP:0011876",2000,9984,5185,"Abnormal platelet volume",3
"HP:0011876",2001,131200,41227,"Abnormal platelet volume",3
"HP:0011876",2002,176758,52825,"Abnormal platelet volume",3
"HP:0011876",2003,676588,70682,"Abnormal platelet volume",3
"HP:0011876",2004,616175,65228,"Abnormal platelet volume",3
"HP:0011876",2005,774624,73455,"Abnormal platelet volume",3
"HP:0011876",2006,798083,81869,"Abnormal platelet volume",3
"HP:0011876",2007,894703,92601,"Abnormal platelet volume",3
"HP:0011876",2008,728624,98152,"Abnormal platelet volume",3
"HP:0011876",2009,778811,110268,"Abnormal platelet volume",3
"HP:0011876",2010,868349,128446,"Abnormal platelet volume",3
"HP:0011876",2011,929804,141758,"Abnormal platelet volume",3
"HP:0011876",2012,1007315,160447,"Abnormal platelet volume",3
"HP:0011876",2013,1105347,183484,"Abnormal platelet volume",3
"HP:0011876",2014,1383581,251727,"Abnormal platelet volume",3
"HP:0011876",2015,1804628,335919,"Abnormal platelet volume",3
"HP:0011876",2016,1946312,377351,"Abnormal platelet volume",3
"HP:0011876",2017,1732397,296656,"Abnormal platelet volume",3
"HP:0011876",2018,1603192,254087,"Abnormal platelet volume",3
"HP:0011876",2019,1665377,260519,"Abnormal platelet volume",3
"HP:0011876",2020,859736,130047,"Abnormal platelet volume",3
"HP:0011876",NA,21,21,"Abnormal platelet volume",3
"HP:0011877",2000,9984,5185,"Increased mean platelet volume",4
"HP:0011877",2001,131200,41227,"Increased mean platelet volume",4
"HP:0011877",2002,176758,52825,"Increased mean platelet volume",4
"HP:0011877",2003,676588,70682,"Increased mean platelet volume",4
"HP:0011877",2004,616175,65228,"Increased mean platelet volume",4
"HP:0011877",2005,774624,73455,"Increased mean platelet volume",4
"HP:0011877",2006,798083,81869,"Increased mean platelet volume",4
"HP:0011877",2007,894703,92601,"Increased mean platelet volume",4
"HP:0011877",2008,728624,98152,"Increased mean platelet volume",4
"HP:0011877",2009,778811,110268,"Increased mean platelet volume",4
"HP:0011877",2010,868349,128446,"Increased mean platelet volume",4
"HP:0011877",2011,929804,141758,"Increased mean platelet volume",4
"HP:0011877",2012,1007315,160447,"Increased mean platelet volume",4
"HP:0011877",2013,1105347,183484,"Increased mean platelet volume",4
"HP:0011877",2014,1383581,251727,"Increased mean platelet volume",4
"HP:0011877",2015,1804628,335919,"Increased mean platelet volume",4
"HP:0011877",2016,1946312,377351,"Increased mean platelet volume",4
"HP:0011877",2017,1732397,296656,"Increased mean platelet volume",4
"HP:0011877",2018,1603192,254087,"Increased mean platelet volume",4
"HP:0011877",2019,1665377,260519,"Increased mean platelet volume",4
"HP:0011877",2020,859736,130047,"Increased mean platelet volume",4
"HP:0011877",NA,21,21,"Increased mean platelet volume",4
"HP:0011893",1936,5,1,"Abnormal leukocyte count",3
"HP:0011893",1998,12,4,"Abnormal leukocyte count",3
"HP:0011893",1999,21,11,"Abnormal leukocyte count",3
"HP:0011893",2000,93484,5878,"Abnormal leukocyte count",3
"HP:0011893",2001,1183163,45493,"Abnormal leukocyte count",3
"HP:0011893",2002,1532177,57302,"Abnormal leukocyte count",3
"HP:0011893",2003,4569682,71315,"Abnormal leukocyte count",3
"HP:0011893",2004,4557645,65281,"Abnormal leukocyte count",3
"HP:0011893",2005,5093799,73528,"Abnormal leukocyte count",3
"HP:0011893",2006,5288459,81945,"Abnormal leukocyte count",3
"HP:0011893",2007,6232170,92697,"Abnormal leukocyte count",3
"HP:0011893",2008,6039665,98262,"Abnormal leukocyte count",3
"HP:0011893",2009,6355961,110375,"Abnormal leukocyte count",3
"HP:0011893",2010,7159043,129040,"Abnormal leukocyte count",3
"HP:0011893",2011,7724870,142595,"Abnormal leukocyte count",3
"HP:0011893",2012,8296765,166782,"Abnormal leukocyte count",3
"HP:0011893",2013,9189098,184225,"Abnormal leukocyte count",3
"HP:0011893",2014,11115666,252904,"Abnormal leukocyte count",3
"HP:0011893",2015,14431741,337079,"Abnormal leukocyte count",3
"HP:0011893",2016,15548308,378709,"Abnormal leukocyte count",3
"HP:0011893",2017,14499306,375218,"Abnormal leukocyte count",3
"HP:0011893",2018,14093755,389738,"Abnormal leukocyte count",3
"HP:0011893",2019,14392862,391940,"Abnormal leukocyte count",3
"HP:0011893",2020,6917996,188405,"Abnormal leukocyte count",3
"HP:0011893",NA,213,22,"Abnormal leukocyte count",3
"HP:0011897",2000,15743,4750,"Neutrophilia",6
"HP:0011897",2001,197944,38056,"Neutrophilia",6
"HP:0011897",2002,255114,47163,"Neutrophilia",6
"HP:0011897",2003,791239,59735,"Neutrophilia",6
"HP:0011897",2004,782931,53962,"Neutrophilia",6
"HP:0011897",2005,913513,60794,"Neutrophilia",6
"HP:0011897",2006,959110,68659,"Neutrophilia",6
"HP:0011897",2007,1129164,78285,"Neutrophilia",6
"HP:0011897",2008,1016911,82648,"Neutrophilia",6
"HP:0011897",2009,1067298,87548,"Neutrophilia",6
"HP:0011897",2010,1184695,99807,"Neutrophilia",6
"HP:0011897",2011,1306655,110921,"Neutrophilia",6
"HP:0011897",2012,1448964,130955,"Neutrophilia",6
"HP:0011897",2013,1598200,142084,"Neutrophilia",6
"HP:0011897",2014,1982728,204225,"Neutrophilia",6
"HP:0011897",2015,2597770,283970,"Neutrophilia",6
"HP:0011897",2016,2761718,318082,"Neutrophilia",6
"HP:0011897",2017,2559172,315133,"Neutrophilia",6
"HP:0011897",2018,2483195,330333,"Neutrophilia",6
"HP:0011897",2019,2524791,327313,"Neutrophilia",6
"HP:0011897",2020,1166471,155248,"Neutrophilia",6
"HP:0011897",NA,38,19,"Neutrophilia",6
"HP:0011898",2000,322,190,"Abnormality of circulating fibrinogen",5
"HP:0011898",2001,3676,1857,"Abnormality of circulating fibrinogen",5
"HP:0011898",2002,3936,2045,"Abnormality of circulating fibrinogen",5
"HP:0011898",2003,22970,3342,"Abnormality of circulating fibrinogen",5
"HP:0011898",2004,25355,3684,"Abnormality of circulating fibrinogen",5
"HP:0011898",2005,35669,4125,"Abnormality of circulating fibrinogen",5
"HP:0011898",2006,37211,4145,"Abnormality of circulating fibrinogen",5
"HP:0011898",2007,41301,4750,"Abnormality of circulating fibrinogen",5
"HP:0011898",2008,32709,4969,"Abnormality of circulating fibrinogen",5
"HP:0011898",2009,36860,5074,"Abnormality of circulating fibrinogen",5
"HP:0011898",2010,36125,5195,"Abnormality of circulating fibrinogen",5
"HP:0011898",2011,35686,5344,"Abnormality of circulating fibrinogen",5
"HP:0011898",2012,42384,5758,"Abnormality of circulating fibrinogen",5
"HP:0011898",2013,44485,6051,"Abnormality of circulating fibrinogen",5
"HP:0011898",2014,51688,7178,"Abnormality of circulating fibrinogen",5
"HP:0011898",2015,55085,8792,"Abnormality of circulating fibrinogen",5
"HP:0011898",2016,52009,8520,"Abnormality of circulating fibrinogen",5
"HP:0011898",2017,54492,7878,"Abnormality of circulating fibrinogen",5
"HP:0011898",2018,52137,8006,"Abnormality of circulating fibrinogen",5
"HP:0011898",2019,61477,7891,"Abnormality of circulating fibrinogen",5
"HP:0011898",2020,46891,8437,"Abnormality of circulating fibrinogen",5
"HP:0011898",NA,1,1,"Abnormality of circulating fibrinogen",5
"HP:0011899",2000,322,190,"Hyperfibrinogenemia",6
"HP:0011899",2001,3676,1857,"Hyperfibrinogenemia",6
"HP:0011899",2002,3936,2045,"Hyperfibrinogenemia",6
"HP:0011899",2003,22970,3342,"Hyperfibrinogenemia",6
"HP:0011899",2004,25355,3684,"Hyperfibrinogenemia",6
"HP:0011899",2005,35669,4125,"Hyperfibrinogenemia",6
"HP:0011899",2006,37211,4145,"Hyperfibrinogenemia",6
"HP:0011899",2007,41301,4750,"Hyperfibrinogenemia",6
"HP:0011899",2008,32709,4969,"Hyperfibrinogenemia",6
"HP:0011899",2009,36860,5074,"Hyperfibrinogenemia",6
"HP:0011899",2010,36125,5195,"Hyperfibrinogenemia",6
"HP:0011899",2011,35686,5344,"Hyperfibrinogenemia",6
"HP:0011899",2012,42384,5758,"Hyperfibrinogenemia",6
"HP:0011899",2013,44485,6051,"Hyperfibrinogenemia",6
"HP:0011899",2014,51688,7178,"Hyperfibrinogenemia",6
"HP:0011899",2015,55085,8792,"Hyperfibrinogenemia",6
"HP:0011899",2016,52009,8520,"Hyperfibrinogenemia",6
"HP:0011899",2017,54492,7878,"Hyperfibrinogenemia",6
"HP:0011899",2018,52137,8006,"Hyperfibrinogenemia",6
"HP:0011899",2019,61477,7891,"Hyperfibrinogenemia",6
"HP:0011899",2020,46891,8437,"Hyperfibrinogenemia",6
"HP:0011899",NA,1,1,"Hyperfibrinogenemia",6
"HP:0011900",2000,322,190,"Hypofibrinogenemia",6
"HP:0011900",2001,3676,1857,"Hypofibrinogenemia",6
"HP:0011900",2002,3936,2045,"Hypofibrinogenemia",6
"HP:0011900",2003,22970,3342,"Hypofibrinogenemia",6
"HP:0011900",2004,25355,3684,"Hypofibrinogenemia",6
"HP:0011900",2005,35669,4125,"Hypofibrinogenemia",6
"HP:0011900",2006,37211,4145,"Hypofibrinogenemia",6
"HP:0011900",2007,41301,4750,"Hypofibrinogenemia",6
"HP:0011900",2008,32709,4969,"Hypofibrinogenemia",6
"HP:0011900",2009,36860,5074,"Hypofibrinogenemia",6
"HP:0011900",2010,36125,5195,"Hypofibrinogenemia",6
"HP:0011900",2011,35686,5344,"Hypofibrinogenemia",6
"HP:0011900",2012,42384,5758,"Hypofibrinogenemia",6
"HP:0011900",2013,44485,6051,"Hypofibrinogenemia",6
"HP:0011900",2014,51688,7178,"Hypofibrinogenemia",6
"HP:0011900",2015,55085,8792,"Hypofibrinogenemia",6
"HP:0011900",2016,52009,8520,"Hypofibrinogenemia",6
"HP:0011900",2017,54492,7878,"Hypofibrinogenemia",6
"HP:0011900",2018,52137,8006,"Hypofibrinogenemia",6
"HP:0011900",2019,61477,7891,"Hypofibrinogenemia",6
"HP:0011900",2020,46891,8437,"Hypofibrinogenemia",6
"HP:0011900",NA,1,1,"Hypofibrinogenemia",6
"HP:0011902",2000,270,265,"Abnormal hemoglobin",3
"HP:0011902",2001,3055,1837,"Abnormal hemoglobin",3
"HP:0011902",2002,950,801,"Abnormal hemoglobin",3
"HP:0011902",2003,8265,4804,"Abnormal hemoglobin",3
"HP:0011902",2004,9718,5817,"Abnormal hemoglobin",3
"HP:0011902",2005,11549,6865,"Abnormal hemoglobin",3
"HP:0011902",2006,37539,12157,"Abnormal hemoglobin",3
"HP:0011902",2007,48746,14724,"Abnormal hemoglobin",3
"HP:0011902",2008,48795,16774,"Abnormal hemoglobin",3
"HP:0011902",2009,60108,20662,"Abnormal hemoglobin",3
"HP:0011902",2010,85397,30015,"Abnormal hemoglobin",3
"HP:0011902",2011,112772,39123,"Abnormal hemoglobin",3
"HP:0011902",2012,138754,52447,"Abnormal hemoglobin",3
"HP:0011902",2013,168963,62960,"Abnormal hemoglobin",3
"HP:0011902",2014,224518,94012,"Abnormal hemoglobin",3
"HP:0011902",2015,271490,116752,"Abnormal hemoglobin",3
"HP:0011902",2016,302232,140543,"Abnormal hemoglobin",3
"HP:0011902",2017,281549,144980,"Abnormal hemoglobin",3
"HP:0011902",2018,277319,153518,"Abnormal hemoglobin",3
"HP:0011902",2019,290240,158814,"Abnormal hemoglobin",3
"HP:0011902",2020,125521,74246,"Abnormal hemoglobin",3
"HP:0011904",2000,19,16,"Persistence of hemoglobin F",4
"HP:0011904",2001,239,161,"Persistence of hemoglobin F",4
"HP:0011904",2002,197,148,"Persistence of hemoglobin F",4
"HP:0011904",2003,529,243,"Persistence of hemoglobin F",4
"HP:0011904",2004,611,266,"Persistence of hemoglobin F",4
"HP:0011904",2005,806,311,"Persistence of hemoglobin F",4
"HP:0011904",2006,1826,1163,"Persistence of hemoglobin F",4
"HP:0011904",2007,2311,1420,"Persistence of hemoglobin F",4
"HP:0011904",2008,2604,1653,"Persistence of hemoglobin F",4
"HP:0011904",2009,3006,1975,"Persistence of hemoglobin F",4
"HP:0011904",2010,3602,2448,"Persistence of hemoglobin F",4
"HP:0011904",2011,4145,2667,"Persistence of hemoglobin F",4
"HP:0011904",2012,4224,2779,"Persistence of hemoglobin F",4
"HP:0011904",2013,4871,3097,"Persistence of hemoglobin F",4
"HP:0011904",2014,5349,3316,"Persistence of hemoglobin F",4
"HP:0011904",2015,5772,3334,"Persistence of hemoglobin F",4
"HP:0011904",2016,6841,4199,"Persistence of hemoglobin F",4
"HP:0011904",2017,9286,6700,"Persistence of hemoglobin F",4
"HP:0011904",2018,11402,8618,"Persistence of hemoglobin F",4
"HP:0011904",2019,12264,8914,"Persistence of hemoglobin F",4
"HP:0011904",2020,5366,4111,"Persistence of hemoglobin F",4
"HP:0011905",2000,251,249,"Reduced hemoglobin A",4
"HP:0011905",2001,2798,1663,"Reduced hemoglobin A",4
"HP:0011905",2002,713,626,"Reduced hemoglobin A",4
"HP:0011905",2003,7629,4532,"Reduced hemoglobin A",4
"HP:0011905",2004,9005,5518,"Reduced hemoglobin A",4
"HP:0011905",2005,10623,6525,"Reduced hemoglobin A",4
"HP:0011905",2006,33822,12060,"Reduced hemoglobin A",4
"HP:0011905",2007,44559,14592,"Reduced hemoglobin A",4
"HP:0011905",2008,44062,16729,"Reduced hemoglobin A",4
"HP:0011905",2009,54582,20642,"Reduced hemoglobin A",4
"HP:0011905",2010,76628,30010,"Reduced hemoglobin A",4
"HP:0011905",2011,101852,39123,"Reduced hemoglobin A",4
"HP:0011905",2012,127373,52440,"Reduced hemoglobin A",4
"HP:0011905",2013,156250,62954,"Reduced hemoglobin A",4
"HP:0011905",2014,210496,94012,"Reduced hemoglobin A",4
"HP:0011905",2015,256803,116749,"Reduced hemoglobin A",4
"HP:0011905",2016,284431,140543,"Reduced hemoglobin A",4
"HP:0011905",2017,263610,144980,"Reduced hemoglobin A",4
"HP:0011905",2018,258613,153517,"Reduced hemoglobin A",4
"HP:0011905",2019,269991,158813,"Reduced hemoglobin A",4
"HP:0011905",2020,116833,74245,"Reduced hemoglobin A",4
"HP:0011935",2000,2,2,"Decreased urinary urate",4
"HP:0011935",2001,39,36,"Decreased urinary urate",4
"HP:0011935",2002,68,63,"Decreased urinary urate",4
"HP:0011935",2003,175,129,"Decreased urinary urate",4
"HP:0011935",2004,128,93,"Decreased urinary urate",4
"HP:0011935",2005,140,107,"Decreased urinary urate",4
"HP:0011935",2006,82,73,"Decreased urinary urate",4
"HP:0011935",2007,71,65,"Decreased urinary urate",4
"HP:0011935",2008,108,99,"Decreased urinary urate",4
"HP:0011935",2009,145,128,"Decreased urinary urate",4
"HP:0011935",2010,149,130,"Decreased urinary urate",4
"HP:0011935",2011,200,161,"Decreased urinary urate",4
"HP:0011935",2012,158,132,"Decreased urinary urate",4
"HP:0011935",2013,126,93,"Decreased urinary urate",4
"HP:0011935",2014,117,87,"Decreased urinary urate",4
"HP:0011935",2015,154,122,"Decreased urinary urate",4
"HP:0011935",2016,155,128,"Decreased urinary urate",4
"HP:0011935",2017,111,92,"Decreased urinary urate",4
"HP:0011935",2018,75,64,"Decreased urinary urate",4
"HP:0011935",2019,101,86,"Decreased urinary urate",4
"HP:0011935",2020,51,48,"Decreased urinary urate",4
"HP:0011936",2010,57,34,"Decreased plasma total carnitine",6
"HP:0011936",2011,155,73,"Decreased plasma total carnitine",6
"HP:0011936",2012,123,57,"Decreased plasma total carnitine",6
"HP:0011936",2013,566,120,"Decreased plasma total carnitine",6
"HP:0011936",2014,518,114,"Decreased plasma total carnitine",6
"HP:0011936",2015,491,119,"Decreased plasma total carnitine",6
"HP:0011936",2016,822,200,"Decreased plasma total carnitine",6
"HP:0011936",2017,546,127,"Decreased plasma total carnitine",6
"HP:0011936",2018,642,155,"Decreased plasma total carnitine",6
"HP:0011936",2019,666,164,"Decreased plasma total carnitine",6
"HP:0011936",2020,204,62,"Decreased plasma total carnitine",6
"HP:0011967",2003,89,34,"Decreased circulating copper concentration",7
"HP:0011967",2004,118,55,"Decreased circulating copper concentration",7
"HP:0011967",2005,231,62,"Decreased circulating copper concentration",7
"HP:0011967",2006,352,97,"Decreased circulating copper concentration",7
"HP:0011967",2007,237,79,"Decreased circulating copper concentration",7
"HP:0011967",2008,158,121,"Decreased circulating copper concentration",7
"HP:0011967",2009,143,114,"Decreased circulating copper concentration",7
"HP:0011967",2010,269,144,"Decreased circulating copper concentration",7
"HP:0011967",2011,336,151,"Decreased circulating copper concentration",7
"HP:0011967",2012,371,181,"Decreased circulating copper concentration",7
"HP:0011967",2013,18,14,"Decreased circulating copper concentration",7
"HP:0011967",2014,84,66,"Decreased circulating copper concentration",7
"HP:0011967",2015,240,210,"Decreased circulating copper concentration",7
"HP:0011967",2016,180,161,"Decreased circulating copper concentration",7
"HP:0011967",2017,431,346,"Decreased circulating copper concentration",7
"HP:0011967",2018,734,498,"Decreased circulating copper concentration",7
"HP:0011967",2019,771,526,"Decreased circulating copper concentration",7
"HP:0011967",2020,267,205,"Decreased circulating copper concentration",7
"HP:0011969",2002,96,86,"Elevated circulating luteinizing hormone level",5
"HP:0011969",2003,512,375,"Elevated circulating luteinizing hormone level",5
"HP:0011969",2004,756,419,"Elevated circulating luteinizing hormone level",5
"HP:0011969",2005,744,387,"Elevated circulating luteinizing hormone level",5
"HP:0011969",2006,1158,577,"Elevated circulating luteinizing hormone level",5
"HP:0011969",2007,1247,643,"Elevated circulating luteinizing hormone level",5
"HP:0011969",2008,1432,1125,"Elevated circulating luteinizing hormone level",5
"HP:0011969",2009,3551,2734,"Elevated circulating luteinizing hormone level",5
"HP:0011969",2010,3789,3147,"Elevated circulating luteinizing hormone level",5
"HP:0011969",2011,4162,3496,"Elevated circulating luteinizing hormone level",5
"HP:0011969",2012,4569,3894,"Elevated circulating luteinizing hormone level",5
"HP:0011969",2013,5577,4561,"Elevated circulating luteinizing hormone level",5
"HP:0011969",2014,5715,4044,"Elevated circulating luteinizing hormone level",5
"HP:0011969",2015,5309,3694,"Elevated circulating luteinizing hormone level",5
"HP:0011969",2016,5659,4002,"Elevated circulating luteinizing hormone level",5
